"rownum"	"y"	"x1"	"x2"	"x3"	"x4"	"x5"	"x6"
73	1	2.110836	2.278926	3.128036	2.678361	-2.052429	0
74	0	0.186343	0.547055	2.503729	2.056482	0.507211	1
75	1	0.705608	1.654333	2.021968	1.956634	-1.756042	1
76	1	2.029829	1.820818	1.67221	0.776715	-2.765669	1
77	1	1.343172	1.473334	2.108632	3.698138	-2.781402	1
78	1	0.782992	1.29975	2.646913	1.299262	-0.490652	1
79	1	1.325821	1.531111	-0.046851	2.232637	-2.083985	0
80	1	2.022319	1.969079	2.832317	2.857605	-2.754864	1
81	1	1.47345	1.761162	0.616718	0.928294	-2.915484	0
82	0	-0.468597	1.574763	2.78785	3.277792	-3.23865	0
83	1	1.68572	3.135567	3.290329	2.131342	-1.174238	1
84	1	1.166232	-1.093322	0.671877	0.262332	-0.219463	0
85	1	0.652038	-0.365411	2.499128	2.293481	-1.527299	0
86	1	0.463284	2.39089	1.003347	1.340416	-1.0323	0
87	1	2.362437	1.554022	0.574019	0.791449	-2.325786	1
88	0	-0.967239	0.190856	1.420088	2.738341	-1.71322	0
89	0	-0.760756	0.480038	0.793886	2.826515	-1.369077	0
90	1	3.02987	3.208608	4.659476	2.570322	-3.10682	0
91	1	1.394359	1.210119	1.266248	2.104782	-2.174904	1
92	1	0.689064	0.693774	1.531908	3.770146	-1.218405	1
93	1	1.107329	0.646603	1.845664	0.699174	-3.19478	0
94	1	1.726667	1.671639	1.529821	2.900382	-2.366582	1
95	1	0.598084	0.208943	2.969851	1.718737	-2.160126	1
96	0	-0.364779	1.418778	1.870615	1.606576	-0.176261	0
97	1	3.771869	1.492946	3.475274	2.866472	-1.685361	1
98	1	-0.812156	3.202677	1.373717	2.398221	-2.134689	1
99	1	1.90653	2.30843	1.225544	1.522499	-2.463347	0
100	1	1.6636	2.271143	0.533663	2.754579	-2.410715	1
101	1	2.471891	2.335027	4.075609	2.360958	-2.358323	1
102	1	1.322949	1.230745	1.557674	0.905062	-2.520596	1
103	1	0.491414	2.233232	3.206345	1.627679	-3.352374	0
104	1	0.432905	-0.264539	3.147427	3.28762	-2.203932	1
105	0	0.403255	0.076946	0.720066	1.732321	-3.034626	0
106	1	1.502294	-0.098487	2.673767	1.504896	-0.267881	1
107	0	-0.10631	1.347715	1.809889	3.476535	-3.236393	0
108	1	0.007779	1.416559	0.90336	2.193807	-0.593071	1
109	1	1.40479	2.608244	2.157854	1.242903	-2.371607	0
110	1	1.614572	0.123724	2.664384	2.491022	-0.941812	1
111	1	1.342419	-1.119515	2.718023	0.73723	-1.141418	0
112	1	0.960013	2.816295	1.350557	1.821157	-2.230684	1
113	1	2.103297	3.347861	1.349214	2.488251	-0.332526	0
114	1	0.303931	2.193746	1.7489	3.855415	-3.157291	0
115	1	1.604275	-1.85871	1.975748	2.187459	-1.169369	0
116	0	0.164082	-0.352357	1.578029	1.899628	-2.492798	0
117	1	0.76498	1.506971	1.206191	0.642074	-2.456274	1
118	1	3.153478	3.134831	2.503711	1.595568	-1.249826	1
119	1	2.771344	3.942315	4.287178	1.902034	-3.10803	1
120	1	1.644435	1.296972	2.925392	1.32668	-1.751121	1
121	1	2.324843	1.722937	1.659299	2.096587	-0.319201	0
122	0	-0.078825	0.595062	0.115764	2.828798	-1.650764	0
123	1	0.412411	2.573444	1.25026	1.973271	-4.364133	1
124	1	0.530994	0.716686	2.53335	2.076425	-0.868458	1
125	1	0.594083	0.296766	1.425644	1.443992	-0.718833	0
126	1	0.776167	1.731294	0.490962	1.856936	-1.413981	0
127	1	0.901465	3.812012	1.739118	2.927718	-1.510956	1
128	1	1.916284	1.177342	1.66619	1.951546	-2.253323	1
129	1	1.482077	1.084447	2.136947	1.750218	-1.096605	1
130	0	-1.107702	1.936599	2.271338	3.037225	-1.315717	0
131	1	1.578652	2.017273	-0.02497	2.3557	-1.324361	0
132	1	0.695069	2.283521	2.595388	0.825732	1.003016	1
133	1	2.418935	2.033349	3.67322	2.393958	0.283767	0
134	1	1.028218	2.990854	1.387775	2.966722	-3.28794	1
135	1	1.507041	2.388391	3.420809	1.641846	-2.080684	1
136	1	1.576881	0.56924	1.58185	0.772334	-3.416453	0
137	1	1.825237	2.38082	2.4729	2.065104	-2.093841	0
138	1	0.49705	1.19454	2.518232	1.299376	-2.628421	1
139	1	1.398107	0.702779	1.411515	1.484074	-1.35006	0
140	1	-0.019902	0.779601	1.743016	2.00462	-2.155149	1
141	1	1.054166	1.731962	1.775749	1.758461	-2.474805	0
142	1	0.872734	1.572307	2.704441	3.210608	-2.149604	1
143	1	1.016488	0.572133	2.290646	0.954779	-1.746623	0
144	1	1.61738	1.972135	0.351646	2.561934	-1.890155	1
145	1	1.881661	1.264104	2.568916	0.107594	-2.293317	0
146	1	0.212188	0.990881	1.419464	1.514814	-1.28868	0
147	1	2.170779	0.592656	2.426218	3.375984	-1.399949	0
148	0	0.036277	0.418989	0.482565	1.188087	-1.437681	0
149	0	-0.215459	0.663955	1.297119	2.326072	-1.541573	1
150	1	1.673395	1.428929	2.401798	2.987961	-0.488811	1
151	0	0.616318	-0.230941	0.707385	2.703045	-1.31313	0
152	1	1.292037	0.097024	1.324068	1.777281	-3.116944	1
153	1	2.09418	0.000412	2.475122	2.887515	-1.841503	0
154	1	1.354459	2.691802	1.707051	3.044626	-1.810991	0
155	1	1.038734	0.254712	1.599744	2.873353	-0.886349	1
156	1	0.292216	1.178418	0.681523	2.614708	-1.633546	0
157	1	1.792595	1.553839	2.521295	0.818684	-1.532697	0
158	1	-0.048065	2.143153	1.579083	2.324403	-0.76956	1
159	1	1.056949	1.420308	1.034898	3.200727	-1.953005	0
160	1	1.414393	2.502531	1.494278	1.97561	0.690732	1
161	1	0.972652	2.500095	1.266791	2.269217	-2.369581	1
162	1	0.932241	2.396972	2.499753	4.017428	-1.149644	0
163	1	1.180771	1.088745	2.356824	1.133217	-1.182916	0
164	1	2.26058	2.927707	3.757816	1.121653	-0.35239	1
165	0	0.227892	1.433504	1.512667	3.212325	-0.257498	1
166	1	1.255985	-0.465095	0.625981	2.374938	-1.419386	1
167	1	0.101435	1.55907	1.962618	1.477547	-1.659779	1
168	1	0.595518	2.192117	-0.181738	2.623026	-1.148284	1
169	1	2.473865	1.568128	1.947239	1.57902	-3.919051	1
170	1	2.22549	2.080671	2.222019	-0.037378	-1.259305	0
171	1	1.626005	0.674418	0.839341	0.369583	-2.999158	0
172	1	0.767944	3.412374	1.452418	2.380212	-2.617791	0
173	1	1.141815	0.119649	1.866403	2.203723	-2.990215	1
174	1	0.505287	1.400887	1.630134	2.759015	-0.992318	0
175	1	0.838637	0.491694	2.611517	3.136782	-3.299777	0
176	1	1.010007	1.414022	1.565003	2.982272	-2.439155	1
177	1	1.279462	3.18184	3.081194	1.393819	-1.869444	1
178	1	1.620755	0.766384	2.94061	3.194469	-2.793139	1
179	0	-0.695358	1.2278	1.000374	2.356622	-0.61009	1
180	1	1.65197	2.112128	2.636367	2.000224	-3.025928	0
181	1	1.415469	2.069966	2.171064	1.903807	-1.24097	1
182	0	-0.094826	-0.140673	1.462684	2.994669	-2.017591	0
183	1	-0.361219	1.213359	2.581334	1.086127	-1.775171	0
184	1	0.472388	1.936211	1.634863	1.533774	-0.958091	1
185	1	0.737564	1.60596	2.870173	0.52891	-2.906193	1
186	1	1.650689	-0.761174	1.153947	3.981252	-2.10124	0
187	0	-0.095102	0.993431	1.107685	1.552451	-3.360694	0
188	1	2.654721	1.327182	2.902277	2.010024	-1.70136	1
189	1	1.423023	3.614517	1.813601	2.775245	-1.62732	1
190	1	1.167949	1.818843	1.238166	2.651904	-1.718542	0
191	1	1.23435	1.122724	0.543398	0.998019	-0.971755	1
192	1	1.153869	-0.173926	0.975069	2.205442	-1.406938	0
193	1	0.190806	1.560658	-0.040687	0.863885	-1.897704	1
194	1	1.148018	1.359917	1.384196	2.222447	-1.963968	1
195	1	0.912094	1.560019	1.775521	2.267573	-2.492112	0
196	0	-0.350582	0.151547	-0.273295	2.722324	-2.231997	1
197	1	0.662755	1.482585	1.970112	2.249119	-2.438687	0
198	1	1.386917	0.066937	1.106168	2.64615	-2.645253	0
199	1	1.837517	2.827427	3.414291	3.103265	-0.904258	0
200	1	2.128154	1.491066	0.963655	2.278121	-0.285949	1
201	1	0.960048	1.588918	1.198989	2.291459	-0.983689	1
202	1	0.942124	2.795936	2.252739	1.235916	-2.611307	1
203	0	-0.448714	1.797999	2.919202	2.154704	-2.804862	1
204	1	-0.897144	-1.413048	0.449541	3.327535	-2.875128	1
205	1	0.667017	0.768887	0.654696	2.982174	-2.812686	0
206	1	0.705529	0.893599	1.307343	0.736206	-3.55497	0
207	1	2.434935	3.08548	2.489023	-0.231869	-1.361922	0
208	1	0.306916	3.486278	2.485365	3.032106	-2.817175	1
209	0	-0.511863	0.681325	1.372088	2.408731	-2.918663	0
210	1	1.039167	1.544407	0.379351	2.004454	-0.956556	0
211	1	2.059492	2.169178	2.432393	2.639262	-1.528412	1
212	1	1.585169	-0.4023	2.566677	2.842841	-2.456956	1
213	1	2.412082	0.591833	1.527062	1.317199	-2.815345	0
214	1	2.135606	1.895778	2.310324	1.890158	-1.003334	1
215	1	0.174581	2.645074	1.548313	2.13517	-2.127506	0
216	1	1.106574	0.709603	1.480249	2.062135	-1.349738	0
217	1	0.599561	0.896891	2.007309	2.541547	-2.805657	1
218	1	0.518521	2.281265	0.900786	0.071974	-1.051944	1
219	1	1.377967	2.01005	3.337076	2.091437	-3.308266	0
220	0	-0.392153	1.586164	1.583293	2.314174	-4.61758	1
221	1	-0.485021	2.740395	2.170873	1.301746	-1.552405	0
222	1	1.682338	2.565077	2.609844	1.193478	-2.207529	0
223	1	0.675749	1.229553	0.49017	2.82021	-1.729401	1
224	1	2.854953	2.632752	1.61024	1.498841	-2.771606	0
225	1	1.732887	0.775823	2.621456	2.558975	-2.844932	1
226	0	-0.222096	0.815181	0.784329	4.679274	-2.147156	1
227	1	-0.400457	1.984358	-0.600329	2.658285	-3.173721	1
228	1	3.165688	3.689131	-0.003051	2.515786	-2.655212	0
229	1	2.292724	1.900751	2.726241	-0.590715	-0.871788	0
230	1	1.789323	0.102952	1.853428	1.667254	-2.027497	0
231	1	0.715277	1.778957	1.419526	2.915231	-2.774099	1
232	1	0.540194	1.611835	2.85136	2.622389	-3.459345	0
233	1	0.842126	1.071479	1.754378	2.790941	-2.967	1
234	1	2.823368	2.394146	1.489553	3.548186	-1.27951	0
235	1	1.887108	3.158648	3.504225	1.32022	-2.190212	1
236	1	1.045583	1.635427	2.653165	1.703155	-0.857128	0
237	1	1.771464	2.296263	1.68823	2.317208	-1.128153	1
238	1	0.624918	2.705883	3.40005	2.269736	-1.540934	0
239	1	1.715565	1.838803	2.455704	2.060967	-1.803299	1
240	1	2.912584	1.48715	2.031299	2.869923	-0.692497	0
241	1	1.202132	2.110063	1.530156	1.295896	-1.673758	0
242	1	0.227603	1.205349	0.737669	1.831505	-2.503781	1
243	1	1.067164	0.901759	1.286379	2.604508	-2.581392	0
244	1	3.212951	2.173387	1.854414	2.49616	-2.713405	1
245	1	0.67824	2.471444	1.498241	0.790926	-1.766541	1
246	1	1.231221	0.809244	0.012599	1.862117	-4.222193	0
247	0	-0.158543	0.393625	0.955393	1.405514	-1.607718	0
248	0	-0.459581	0.509177	0.333955	0.580658	-1.844432	1
249	1	1.140591	2.712322	1.703924	2.152787	-1.38645	0
250	1	0.90388	2.13057	1.254779	2.125962	-1.607495	1
251	1	1.546192	1.492699	1.277491	3.453706	-1.965564	1
252	1	1.334412	0.791468	-0.303123	1.583585	-2.530923	1
253	0	-1.1426	2.606661	1.427233	2.385755	-0.523999	1
254	1	2.207561	0.787814	1.890225	3.587004	-3.402764	1
255	1	-0.056119	1.416381	2.400547	-0.128028	-2.316407	0
256	1	1.568621	4.237185	2.14399	2.754127	0.316068	0
257	1	2.026818	1.723002	1.340992	1.907762	-2.13256	1
258	0	0.499105	0.179866	2.494528	2.305452	-0.912194	0
259	1	1.251031	1.55599	1.455637	1.944618	-1.015919	1
260	1	1.663284	3.444906	2.369446	2.104097	-1.271236	1
261	1	0.702934	1.180381	2.634193	1.838123	-0.910466	1
262	1	1.750247	3.052668	1.503971	1.707339	-2.587279	0
263	1	1.301344	2.107	0.672034	1.555556	-1.998724	1
264	0	0.086337	1.4508	1.882196	2.303419	-1.102087	1
265	1	1.618171	1.638216	2.841868	1.775589	-0.824554	0
266	1	0.574384	2.949145	2.407547	2.424576	-1.753402	0
267	1	1.680746	1.487203	1.348431	1.869532	-3.155229	0
268	1	0.36535	1.734056	1.245315	1.177228	-4.201846	1
269	1	1.873943	0.829219	1.592412	1.966807	-3.41442	0
270	1	2.640891	1.328502	1.216005	3.075969	-3.584221	0
271	0	-0.719703	0.798089	1.81309	2.60861	-2.860458	1
272	1	0.044274	1.521362	2.820327	1.070896	-1.795205	0
273	1	1.68721	1.343736	0.515921	2.100056	-4.162127	0
274	0	0.150208	0.877081	2.780708	3.908051	-2.00547	1
275	1	0.339512	1.632271	1.839733	2.691648	-2.354172	0
276	1	-0.078526	1.3359	2.222464	1.700225	-0.501875	1
277	1	0.099724	0.743079	0.683133	-0.169402	-0.697036	0
278	1	2.035588	1.755439	1.58229	1.04825	-2.542866	0
279	1	1.417317	0.942361	1.864703	3.376802	-1.167274	1
280	1	1.649392	2.692647	2.575418	2.681335	-1.380042	1
281	1	0.870443	0.679337	2.459299	2.3208	-3.979312	1
282	1	1.759577	-0.796505	1.50303	1.894131	-0.495866	0
283	1	1.517	1.065811	2.104086	0.825596	-2.290193	1
284	1	1.403075	3.762213	2.42655	2.902374	-1.402254	0
285	0	-0.771868	-0.03184	0.330179	1.94027	-3.432851	1
286	1	0.710882	1.71715	1.670455	2.613196	-1.050883	0
287	1	0.78692	2.277108	0.363426	1.68978	-1.622746	1
288	1	2.466059	1.237274	1.970915	2.568413	-2.427052	0
289	0	-0.064128	1.231406	2.078131	2.326867	-1.492106	0
290	1	0.660671	2.022066	2.674459	0.887234	-3.751505	0
291	1	2.206599	1.901313	-0.044887	1.765604	-1.569929	1
292	1	2.26881	0.395299	1.439224	2.547713	-3.719078	1
293	1	1.973084	1.712079	2.62813	1.846012	-2.894368	1
294	1	0.016171	1.225265	1.511315	2.140719	-0.718989	1
295	1	1.881678	3.110779	1.379726	1.544329	-2.038626	0
296	1	0.874216	0.622675	1.534734	0.204569	-3.118357	1
297	1	-0.188399	0.751293	0.161289	2.788273	-1.654601	0
298	1	2.178985	2.852506	3.354795	2.154126	-2.832558	0
299	1	1.15728	2.165611	2.203093	2.180823	-2.687246	1
300	1	1.44535	1.192578	1.325035	2.045981	-1.169908	1
301	1	0.34201	1.74795	3.21089	3.171933	-1.323699	1
302	1	1.731468	0.228636	0.824769	2.984916	-0.092451	0
303	1	2.378433	0.762007	1.32744	4.162824	-2.093865	0
304	0	-1.192906	2.03141	0.880721	2.396534	-2.106575	1
305	1	1.146273	2.39433	1.949323	2.144893	-0.823342	1
306	1	-0.166829	1.927009	0.011787	3.2427	-1.930397	1
307	0	-0.095206	-0.023202	1.554805	3.097149	-2.426926	0
308	1	1.178821	0.865136	2.289085	3.428629	-1.575207	0
309	1	1.56386	1.612074	1.780909	0.687054	-2.105535	0
310	0	-0.736763	1.377525	0.648573	1.877431	-1.967487	1
311	1	0.609498	0.875817	1.757415	3.279851	-2.213555	0
312	1	1.579256	0.702612	4.261204	2.155891	-2.632982	0
313	1	1.646045	0.979836	0.948806	2.602441	-1.727979	1
314	1	0.087814	2.095247	3.759355	2.506176	-1.01797	1
315	1	-0.035136	2.34248	0.997265	0.846363	-2.377601	0
316	0	-0.5931	-0.465597	0.964284	2.889394	-2.545324	1
317	1	3.266358	1.295543	2.913946	2.107358	-4.653084	1
318	1	0.516095	0.693943	1.2379	1.967732	-0.333982	1
319	1	0.991267	0.522993	1.035295	3.056823	-2.960854	1
320	1	2.751611	1.690872	2.189397	1.744754	-3.267832	1
321	1	0.847852	2.309687	2.443019	2.215479	-2.230756	1
322	1	1.256414	2.447041	1.430861	1.841252	-0.746322	0
323	1	2.667205	0.733394	1.368343	3.293366	-4.102487	0
324	1	1.461977	1.353664	1.634031	2.777951	0.046815	0
325	1	0.82498	0.467755	1.885182	3.001015	-1.258548	0
326	1	0.656037	1.073999	2.205312	2.571128	-2.263581	0
327	1	1.367938	2.822555	2.289582	0.82178	-2.42611	0
328	0	-0.478881	0.54186	2.21223	1.763645	-2.088401	1
329	1	1.836524	1.329478	-0.387598	2.391862	-1.05639	1
330	1	0.763004	1.432457	2.473365	3.57266	-2.097015	1
331	1	1.472704	3.954711	4.100338	1.723261	-2.772282	1
332	1	2.481647	2.143358	1.073923	1.293315	-0.84039	1
333	0	-0.097	-0.3685	2.244997	2.789686	-1.768148	0
334	1	0.136806	3.765315	2.935582	2.074654	-1.280257	0
335	1	1.175235	1.957631	1.312949	-0.884134	-2.713372	1
336	1	1.937566	2.695003	2.867757	2.898475	-1.524971	0
337	1	2.386723	2.368559	1.661731	1.678169	-2.552067	0
338	1	-0.4404	1.511422	0.58777	1.273797	-0.61333	0
339	1	1.915913	2.769119	1.755835	2.814376	-3.245403	0
340	1	1.311309	1.469094	1.409982	2.333769	-3.838046	0
341	1	0.214529	1.718533	0.827252	2.878008	-2.469005	1
342	0	-0.715925	0.82441	0.603708	2.33276	-2.514442	0
343	1	1.445492	1.060641	2.714402	0.238336	-2.978471	1
344	1	-0.378455	-0.20484	-0.17706	0.276299	0.920776	1
345	0	0.000282	0.988676	1.819698	2.886133	-1.128162	1
346	0	0.224136	1.264478	2.170115	3.288535	-2.728721	0
347	1	-0.270327	3.56788	2.818652	0.763483	-2.133484	1
348	1	0.337992	0.841741	1.146478	1.082128	0.13118	0
349	1	1.781169	1.912188	3.497026	2.043682	-2.472794	1
350	0	-0.509642	0.776335	-0.01863	2.095661	-2.087084	0
351	1	2.097605	2.659176	2.699571	1.668305	-1.848775	0
352	1	1.414168	1.05381	1.450771	2.162109	-2.309305	0
353	1	1.439333	0.750929	1.76732	2.155061	-1.954653	0
354	1	1.659274	2.966232	2.074585	2.273	-3.247941	0
355	1	2.372871	3.050622	2.491836	3.325824	-0.788138	0
356	1	1.496216	0.730556	0.478442	0.806344	-2.4362	1
357	1	1.837084	2.462356	2.412206	2.455104	-1.697779	0
358	1	0.583119	2.25809	2.873324	1.14824	-1.367789	1
359	0	-1.206001	-0.653461	0.248742	2.878679	-3.092291	0
360	1	-0.044767	2.240098	2.731171	1.553894	-2.280514	1
361	1	1.912666	1.877089	2.424196	0.460864	-2.460754	1
362	1	3.099702	2.232196	2.502038	2.298154	-1.827708	1
363	1	0.204623	1.754256	-0.29293	1.505446	-2.278055	0
364	1	0.353209	0.424453	1.634054	1.632888	-2.662516	1
365	1	0.702951	1.592964	1.399475	0.57804	-1.680857	1
366	1	2.319032	2.833357	1.841916	0.372013	-4.615815	0
367	1	0.41653	1.40766	3.557313	1.769147	-2.193733	0
368	1	0.954452	1.147968	2.509169	2.38826	-3.381782	0
369	1	0.523886	2.21844	1.77122	3.160626	-2.045602	1
370	1	0.910018	0.453324	2.014424	2.64019	-1.774015	1
371	1	1.487547	1.79365	2.846258	1.137694	-0.839918	0
372	1	0.217265	1.183744	1.824832	2.691626	-1.624715	1
373	1	-0.555018	1.834761	2.096832	0.466514	-2.978462	0
374	1	1.347835	1.185002	0.682546	3.114134	-0.700516	0
375	1	2.053691	0.17667	1.230541	2.795775	-2.057039	0
376	0	-0.200599	1.280612	1.043874	1.872646	-1.687005	1
377	1	2.083741	1.090315	2.506718	2.758335	-2.98554	0
378	1	0.344066	0.556661	1.575842	1.559876	-3.98071	0
379	1	0.511245	1.049028	1.525611	-0.283252	-2.288129	1
380	1	1.55115	1.077575	2.119701	1.246048	0.053814	1
381	1	-0.329755	1.86319	1.188139	1.358518	-0.501781	0
382	1	2.182992	2.823473	1.913586	2.643735	-2.497614	0
383	1	3.385654	2.088821	3.837318	3.846485	-0.839241	0
384	1	1.468163	0.767791	0.571349	0.482336	-1.092601	0
385	1	0.683138	4.037882	1.333533	2.670319	-1.083827	1
386	1	2.511593	4.422406	2.437793	1.039619	-2.066842	1
387	1	2.58099	1.896534	0.847806	2.044147	-2.145137	1
388	1	0.941226	1.507116	3.388582	1.390194	-4.642185	1
389	1	2.018357	2.520021	2.759179	2.62967	-3.081216	0
390	1	3.422797	2.642598	3.409706	3.060041	-3.879181	0
391	1	1.481395	1.620485	3.035993	1.007692	-2.921517	0
392	1	0.363235	1.615855	1.635896	1.652759	-2.523077	1
393	1	2.012378	1.362728	2.030128	1.958144	-1.958637	0
394	1	1.297947	0.436782	2.660835	1.297594	-2.54095	1
395	1	1.283257	0.712165	2.031428	2.85518	-2.680127	0
396	1	0.789067	1.118222	1.005236	1.510103	-2.136183	0
397	1	-0.309821	2.878987	0.820259	2.529335	-3.207238	0
398	1	0.956641	1.124059	2.41625	2.902038	-1.967726	1
399	1	1.738258	1.939005	2.101049	1.4316	-2.915745	1
400	1	0.473802	2.235033	1.135461	1.084516	-2.115517	1
401	1	-0.053789	1.963578	2.100253	1.292034	-1.78747	1
402	0	-0.89016	-0.457154	0.209768	2.902944	-2.33405	1
403	1	0.298538	0.400031	0.472918	1.352388	-1.248265	1
404	1	0.440887	0.580219	1.430915	2.3643	-3.734465	0
405	1	1.28785	1.92587	2.60238	2.796656	-1.7458	0
406	1	1.324745	4.083769	1.786094	2.41389	-1.982818	0
407	1	1.509483	1.227023	2.403159	4.990672	-0.586099	1
408	1	1.132279	0.474887	2.517279	4.434476	-1.310725	1
409	1	1.104955	1.659549	1.600902	1.800738	-1.475393	1
410	1	-0.216463	1.675588	-0.481317	1.434915	-2.86473	1
411	1	0.380577	1.639688	-0.161575	0.753726	-2.383457	1
412	1	1.362535	0.896344	0.655236	2.30779	-0.507058	1
413	1	0.567894	0.502314	0.431414	2.750472	-2.392754	1
414	1	2.407057	0.842006	1.982415	2.165921	-3.170515	1
415	0	-1.573073	0.682625	2.938665	1.360477	-0.815594	1
416	1	-0.265181	3.551679	1.880559	2.068183	-0.918173	1
417	1	1.907531	2.670689	3.134423	3.293035	-4.851674	0
418	1	-0.157477	1.703151	0.674155	1.531569	-1.045228	1
419	1	0.505949	1.271818	2.255321	3.454956	-2.8276	1
420	1	1.516775	1.671054	0.840284	1.786032	-3.363898	0
421	1	0.457399	0.409573	2.112318	2.802664	-2.916961	0
422	1	1.588041	1.346892	2.821006	2.221526	-1.415564	1
423	0	-0.416611	0.88981	1.648903	1.955591	0.495981	0
424	1	2.089402	0.317212	1.97942	1.465354	-2.810283	1
425	1	1.061579	1.163379	1.420758	4.220201	-3.151094	0
426	1	0.954498	-0.414821	0.380904	1.847806	-1.777525	1
427	1	2.042852	1.836358	1.740762	1.746733	-1.572172	0
428	1	0.847813	0.516608	1.910285	2.191355	-2.021809	0
429	1	-0.307525	2.771314	0.304616	2.132416	-1.600667	0
430	1	1.163844	-0.776936	1.578796	0.945816	-3.173859	0
431	1	0.683711	2.274241	2.183619	0.914574	-1.554012	0
