"rownum"	"y"	"x1"	"x2"	"x3"	"x4"	"x5"	"x6"
97	0	3.290939	0.82489	2.562178	2.866472	-1.685361	1
98	1	-0.589861	2.529243	0.884349	2.398221	-2.134689	1
99	0	1.759696	1.672642	0.689822	1.522499	-2.463347	0
100	0	1.580674	1.676109	0.112395	2.754579	-2.410715	1
101	1	2.131967	1.566806	3.089566	2.360958	-2.358323	1
102	1	1.291802	0.766273	1.034541	0.905062	-2.520596	1
103	0	0.485461	1.587465	2.429164	1.627679	-3.352374	0
104	1	0.531884	-0.530742	2.475224	3.28762	-2.203932	1
105	1	0.585127	-0.14815	0.40071	1.732321	-3.034626	0
106	0	1.452226	-0.412032	2.026246	1.504896	-0.267881	1
107	0	0.063324	0.909938	1.298224	3.476535	-3.236393	0
108	1	0.19178	0.998242	0.52097	2.193807	-0.593071	1
109	0	1.28698	1.911234	1.489699	1.242903	-2.371607	0
110	0	1.539637	-0.227066	2.005693	2.491022	-0.941812	1
111	0	1.353094	-1.275361	2.108263	0.73723	-1.141418	0
112	1	0.931541	2.135121	0.812555	1.821157	-2.230684	1
113	0	1.883172	2.543907	0.748431	2.488251	-0.332526	0
114	0	0.382429	1.615767	1.199152	3.855415	-3.157291	0
115	0	1.631333	-1.885468	1.495423	2.187459	-1.169369	0
116	1	0.365756	-0.536244	1.154951	1.899628	-2.492798	0
117	0	0.820467	1.035212	0.746444	0.642074	-2.456274	1
118	1	2.740219	2.279966	1.698049	1.595568	-1.249826	1
119	1	2.318046	2.913474	3.197656	1.902034	-3.10803	1
120	1	1.51108	0.759031	2.182257	1.32668	-1.751121	1
121	0	2.120888	1.143044	1.064717	2.096587	-0.319201	0
122	0	0.178693	0.333002	-0.114185	2.828798	-1.650764	0
123	0	0.479089	1.953109	0.757047	1.973271	-4.364133	1
124	1	0.601434	0.322514	1.91279	2.076425	-0.868458	1
125	1	0.712494	0.004946	0.984873	1.443992	-0.718833	0
126	0	0.848434	1.252319	0.129781	1.856936	-1.413981	0
127	0	0.82973	2.968879	1.107514	2.927718	-1.510956	1
128	1	1.79395	0.694498	1.106454	1.951546	-2.253323	1
129	1	1.410748	0.61418	1.526328	1.750218	-1.096605	1
130	1	-0.827163	1.43068	1.705879	3.037225	-1.315717	0
131	1	1.539038	1.484569	-0.349594	2.3557	-1.324361	0
132	0	0.679612	1.645517	1.900419	0.825732	1.003016	1
133	1	2.113441	1.327562	2.76095	2.393958	0.283767	0
134	0	0.981538	2.279498	0.835053	2.966722	-3.28794	1
135	1	1.334648	1.673063	2.56739	1.641846	-2.080684	1
136	0	1.531562	0.193663	1.070413	0.772334	-3.416453	0
137	1	1.640984	1.690309	1.750169	2.065104	-2.093841	0
138	0	0.555187	0.730442	1.883249	1.299376	-2.628421	1
139	1	1.381022	0.320274	0.927362	1.484074	-1.35006	0
140	1	0.160634	0.426416	1.259509	2.00462	-2.155149	1
141	1	1.03634	1.194118	1.211122	1.758461	-2.474805	0
142	1	0.853238	1.030341	2.013157	3.210608	-2.149604	1
143	0	1.028573	0.190541	1.693717	0.954779	-1.746623	0
144	1	1.559484	1.430592	-0.029302	2.561934	-1.890155	1
145	0	1.727317	0.735584	1.871636	0.107594	-2.293317	0
146	0	0.362087	0.609402	0.96788	1.514814	-1.28868	0
147	1	2.003628	0.159476	1.764749	3.375984	-1.399949	0
148	1	0.269335	0.165252	0.199818	1.188087	-1.437681	0
149	0	0.015565	0.352261	0.892286	2.326072	-1.541573	1
150	1	1.550417	0.88977	1.731252	2.987961	-0.488811	1
151	0	0.778245	-0.41733	0.393499	2.703045	-1.31313	0
152	1	1.316951	-0.187223	0.879817	1.777281	-3.116944	1
153	1	1.958966	-0.342776	1.831459	2.887515	-1.841503	0
154	1	1.258019	2.001087	1.105355	3.044626	-1.810991	0
155	0	1.085396	-0.05406	1.117684	2.873353	-0.886349	1
156	0	0.450794	0.793514	0.33071	2.614708	-1.633546	0
157	0	1.642523	0.986943	1.823622	0.818684	-1.532697	0
158	0	0.091588	1.592396	1.06998	2.324403	-0.76956	1
159	1	1.078284	0.957027	0.593156	3.200727	-1.953005	0
160	0	1.32407	1.84599	0.929403	1.97561	0.690732	1
161	0	0.957322	1.869087	0.752786	2.269217	-2.369581	1
162	0	0.880493	1.736607	1.805962	4.017428	-1.149644	0
163	1	1.146266	0.620895	1.72435	1.133217	-1.182916	0
164	1	1.942057	2.090367	2.805163	1.121653	-0.35239	1
165	0	0.355283	0.981452	1.029848	3.212325	-0.257498	1
166	0	1.333705	-0.637308	0.309072	2.374938	-1.419386	1
167	0	0.226177	1.075994	1.412253	1.477547	-1.659779	1
168	1	0.702885	1.67602	-0.452421	2.623026	-1.148284	1
169	0	2.242521	0.995053	1.309628	1.57902	-3.919051	1
170	1	2.001843	1.429623	1.533204	-0.037378	-1.259305	0
171	0	1.597275	0.309119	0.433621	0.369583	-2.999158	0
172	0	0.742073	2.645066	0.883924	2.380212	-2.617791	0
173	1	1.168046	-0.182742	1.345495	2.203723	-2.990215	1
174	1	0.587824	0.938884	1.120468	2.759015	-0.992318	0
175	1	0.868393	0.116806	1.976109	3.136782	-3.299777	0
176	1	1.018694	0.933516	1.045645	2.982272	-2.439155	1
177	1	1.124184	2.36867	2.257502	1.393819	-1.869444	1
178	0	1.510336	0.308452	2.216033	3.194469	-2.793139	1
179	0	-0.402301	0.860627	0.636953	2.356622	-0.61009	1
180	0	1.497698	1.462342	1.905704	2.000224	-3.025928	0
181	0	1.3158	1.452903	1.520766	1.903807	-1.24097	1
182	1	0.142112	-0.34228	1.058705	2.994669	-2.017591	0
183	0	-0.177257	0.776337	1.968441	1.086127	-1.775171	0
184	1	0.539558	1.394866	1.105593	1.533774	-0.958091	1
185	1	0.730871	1.05779	2.157815	0.52891	-2.906193	1
186	0	1.660406	-0.923616	0.754032	3.981252	-2.10124	0
187	1	0.112579	0.63485	0.714387	1.552451	-3.360694	0
188	1	2.369361	0.74758	2.123486	2.010024	-1.70136	1
189	0	1.27758	2.778632	1.158624	2.775245	-1.62732	1
190	0	1.149982	1.283887	0.746734	2.651904	-1.718542	0
191	1	1.258714	0.71595	0.179996	0.998019	-0.971755	1
192	1	1.222849	-0.399159	0.59862	2.205442	-1.406938	0
193	1	0.377399	1.149316	-0.293589	0.863885	-1.897704	1
194	0	1.144811	0.889146	0.888839	2.222447	-1.963968	1
195	0	0.922081	1.053351	1.222736	2.267573	-2.492112	0
196	0	-0.020939	-0.01905	-0.417912	2.722324	-2.231997	1
197	0	0.705784	0.989605	1.400389	2.249119	-2.438687	0
198	1	1.406906	-0.208165	0.692207	2.64615	-2.645253	0
199	0	1.599224	2.033976	2.532913	3.103265	-0.904258	0
200	0	1.98862	0.979554	0.48967	2.278121	-0.285949	1
201	0	0.983426	1.097787	0.729906	2.291459	-0.983689	1
202	0	0.883177	2.084566	1.580673	1.235916	-2.611307	1
203	0	-0.286301	1.263752	2.236868	2.154704	-2.804862	1
204	1	-0.453757	-1.355282	0.275749	3.327535	-2.875128	1
205	0	0.785711	0.432406	0.309218	2.982174	-2.812686	0
206	1	0.789206	0.512396	0.857705	0.736206	-3.55497	0
207	1	2.132005	2.2656	1.714444	-0.231869	-1.361922	0
208	0	0.308665	2.686363	1.776287	3.032106	-2.817175	1
209	0	-0.239794	0.37535	0.966487	2.408731	-2.918663	0
210	0	1.083157	1.087808	0.03207	2.004454	-0.956556	0
211	0	1.849538	1.503169	1.714896	2.639262	-1.528412	1
212	1	1.538106	-0.669304	1.943549	2.842841	-2.456956	1
213	0	2.242532	0.183516	0.991596	1.317199	-2.815345	0
214	1	1.929091	1.272559	1.61858	1.890158	-1.003334	1
215	1	0.263077	2.011717	1.016585	2.13517	-2.127506	0
216	1	1.130435	0.334452	0.996479	2.062135	-1.349738	0
217	1	0.672708	0.492857	1.456401	2.541547	-2.805657	1
218	1	0.593391	1.713965	0.467059	0.071974	-1.051944	1
219	1	1.242336	1.359548	2.515314	2.091437	-3.308266	0
220	0	-0.180033	1.131844	1.107443	2.314174	-4.61758	1
221	1	-0.324453	2.094114	1.56686	1.301746	-1.552405	0
222	0	1.507469	1.847116	1.86499	1.193478	-2.207529	0
223	0	0.781995	0.829742	0.151751	2.82021	-1.729401	1
224	0	2.53901	1.898121	0.968878	1.498841	-2.771606	0
225	1	1.617274	0.324258	1.940242	2.558975	-2.844932	1
226	0	0.023521	0.500307	0.451076	4.679274	-2.147156	1
227	0	-0.119948	1.55266	-0.762876	2.658285	-3.173721	1
228	0	2.824018	2.844821	-0.453518	2.515786	-2.655212	0
229	1	2.046784	1.255236	1.965933	-0.590715	-0.871788	0
230	0	1.719419	-0.220793	1.310747	1.667254	-2.027497	0
231	0	0.759978	1.260194	0.919378	2.915231	-2.774099	1
232	0	0.563631	1.070913	2.149029	2.622389	-3.459345	0
233	0	0.881787	0.641612	1.225772	2.790941	-2.967	1
234	0	2.52568	1.701078	0.876478	3.548186	-1.27951	0
235	1	1.625529	2.310203	2.595019	1.32022	-2.190212	1
236	0	0.99968	1.079409	1.960709	1.703155	-0.857128	0
237	0	1.627975	1.649982	1.088553	2.317208	-1.128153	1
238	1	0.573855	1.976822	2.570981	2.269736	-1.540934	0
239	1	1.568814	1.23447	1.760062	2.060967	-1.803299	1
240	0	2.615232	0.906579	1.367611	2.869923	-0.692497	0
241	0	1.157099	1.519102	0.982633	1.295896	-1.673758	0
242	0	0.392761	0.816719	0.379841	1.831505	-2.503781	1
243	1	1.097008	0.506519	0.825983	2.604508	-2.581392	0
244	0	2.851331	1.485104	1.180191	2.49616	-2.713405	1
245	0	0.699503	1.847107	0.961622	0.790926	-1.766541	1
246	0	1.287804	0.469631	-0.259175	1.862117	-4.222193	0
247	0	0.086948	0.133243	0.60991	1.405514	-1.607718	0
248	0	-0.149851	0.26613	0.088783	0.580658	-1.844432	1
249	1	1.075618	2.026685	1.109968	2.152787	-1.38645	0
250	1	0.913226	1.5581	0.75906	2.125962	-1.607495	1
251	0	1.482201	0.991025	0.778193	3.453706	-1.965564	1
252	1	1.388038	0.462517	-0.530689	1.583585	-2.530923	1
253	1	-0.850275	2.033158	0.964667	2.385755	-0.523999	1
254	0	2.047702	0.344096	1.300536	3.587004	-3.402764	1
255	0	0.081183	0.944192	1.795699	-0.128028	-2.316407	0
256	1	1.36547	3.289879	1.4105	2.754127	0.316068	0
257	1	1.879592	1.166276	0.805423	1.907762	-2.13256	1
258	1	0.595981	-0.131021	1.901185	2.305452	-0.912194	0
259	0	1.222292	1.049211	0.938302	1.944618	-1.015919	1
260	1	1.467231	2.604557	1.628329	2.104097	-1.271236	1
261	1	0.72632	0.706307	1.974584	1.838123	-0.910466	1
262	1	1.588429	2.300507	0.904321	1.707339	-2.587279	0
263	1	1.273795	1.545038	0.249779	1.555556	-1.998724	1
264	1	0.220442	0.987577	1.34855	2.303419	-1.102087	1
265	0	1.479069	1.053151	2.099433	1.775589	-0.824554	0
266	0	0.559086	2.222772	1.720298	2.424576	-1.753402	0
267	0	1.594085	0.978626	0.833626	1.869532	-3.155229	0
268	0	0.470847	1.241747	0.786179	1.177228	-4.201846	1
269	0	1.773834	0.403027	1.058441	1.966807	-3.41442	0
270	1	2.420971	0.812635	0.690951	3.075969	-3.584221	0
271	0	-0.437393	0.465808	1.344679	2.60861	-2.860458	1
272	0	0.146765	1.013844	2.144708	1.070896	-1.795205	0
273	0	1.63628	0.88777	0.131305	2.100056	-4.162127	0
274	1	0.262506	0.463836	2.131284	3.908051	-2.00547	1
275	0	0.430364	1.133869	1.296119	2.691648	-2.354172	0
276	0	0.071866	0.883338	1.648232	1.700225	-0.501875	1
277	1	0.303523	0.430738	0.355688	-0.169402	-0.697036	0
278	1	1.876751	1.184437	1.00893	1.04825	-2.542866	0
279	1	1.371295	0.506108	1.302752	3.376802	-1.167274	1
280	0	1.475968	1.958059	1.832176	2.681335	-1.380042	1
281	0	0.89409	0.280793	1.8385	2.3208	-3.979312	1
282	1	1.741142	-0.970862	1.047919	1.894131	-0.495866	0
283	0	1.442362	0.598266	1.49779	0.825596	-2.290193	1
284	0	1.232023	2.881844	1.674708	2.902374	-1.402254	0
285	0	-0.394748	-0.181745	0.117663	1.94027	-3.432851	1
286	0	0.749131	1.198399	1.135109	2.613196	-1.050883	0
287	0	0.841842	1.720547	0.000469	1.68978	-1.622746	1
288	0	2.247439	0.713295	1.342484	2.568413	-2.427052	0
289	1	0.093458	0.799424	1.528965	2.326867	-1.492106	0
290	0	0.657239	1.421651	1.97874	0.887234	-3.751505	0
291	0	2.077781	1.363161	-0.385773	1.765604	-1.569929	1
292	0	2.131473	0.02519	0.929729	2.547713	-3.719078	1
293	0	1.785936	1.110611	1.901672	1.846012	-2.894368	1
294	1	0.183242	0.812501	1.044492	2.140719	-0.718989	1
295	0	1.702607	2.349619	0.79161	1.544329	-2.038626	0
296	1	0.934195	0.267268	1.054787	0.204569	-3.118357	1
297	1	0.077989	0.468178	-0.077252	2.788273	-1.654601	0
298	0	1.8907	2.044684	2.468569	2.154126	-2.832558	0
299	0	1.091589	1.542688	1.554097	2.180823	-2.687246	1
300	0	1.406003	0.737984	0.833675	2.045981	-1.169908	1
301	1	0.376575	1.180517	2.456894	3.171933	-1.323699	1
302	1	1.704209	-0.073127	0.434035	2.984916	-0.092451	0
303	0	2.215044	0.336903	0.816822	4.162824	-2.093865	0
304	1	-0.850841	1.56675	0.523761	2.396534	-2.106575	1
305	1	1.083177	1.747011	1.330254	2.144893	-0.823342	1
306	1	0.057729	1.472119	-0.249325	3.2427	-1.930397	1
307	1	0.133907	-0.245902	1.132588	3.097149	-2.426926	0
308	0	1.155565	0.433491	1.675267	3.428629	-1.575207	0
309	1	1.473795	1.072875	1.200848	0.687054	-2.105535	0
310	1	-0.429888	1.002651	0.333916	1.877431	-1.967487	1
311	0	0.691342	0.483971	1.244459	3.279851	-2.213555	0
312	0	1.427807	0.206157	3.342241	2.155891	-2.632982	0
313	0	1.598703	0.563796	0.514406	2.602441	-1.727979	1
314	1	0.126872	1.464586	2.919482	2.506176	-1.01797	1
315	1	0.116959	1.783178	0.567566	0.846363	-2.377601	0
316	0	-0.250364	-0.580922	0.666119	2.889394	-2.545324	1
317	0	2.889885	0.697254	2.111592	2.107358	-4.653084	1
318	1	0.638344	0.352462	0.813323	1.967732	-0.333982	1
319	0	1.056195	0.196938	0.629708	3.056823	-2.960854	1
320	0	2.46483	1.079811	1.500355	1.744754	-3.267832	1
321	0	0.814194	1.667738	1.764205	2.215479	-2.230756	1
322	1	1.19429	1.80716	0.883538	1.841252	-0.746322	0
323	0	2.459983	0.30019	0.841798	3.293366	-4.102487	0
324	0	1.402455	0.862631	1.089579	2.777951	0.046815	0
325	1	0.885001	0.124289	1.360278	3.001015	-1.258548	0
326	1	0.706595	0.633795	1.615882	2.571128	-2.263581	0
327	0	1.242651	2.089789	1.594969	0.82178	-2.42611	0
328	1	-0.238114	0.223998	1.684451	1.763645	-2.088401	1
329	0	1.797681	0.904016	-0.64159	2.391862	-1.05639	1
330	0	0.773937	0.924311	1.826173	3.57266	-2.097015	1
331	0	1.221013	2.979869	3.087248	1.723261	-2.772282	1
332	1	2.260344	1.516436	0.545554	1.293315	-0.84039	1
333	0	0.119413	-0.565226	1.732169	2.789686	-1.768148	0
334	0	0.13668	2.912956	2.154789	2.074654	-1.280257	0
335	1	1.148142	1.398744	0.804792	-0.884134	-2.713372	1
336	1	1.709778	1.938231	2.069682	2.898475	-1.524971	0
337	1	2.149104	1.689279	1.040178	1.678169	-2.552067	0
338	0	-0.180785	1.107579	0.266065	1.273797	-0.61333	0
339	0	1.730404	2.043843	1.122791	2.814376	-3.245403	0
340	0	1.278501	0.974816	0.900506	2.333769	-3.838046	0
341	0	0.358983	1.249949	0.437162	2.878008	-2.469005	1
342	1	-0.389693	0.533513	0.315806	2.33276	-2.514442	0
343	1	1.358838	0.57361	2.019325	0.238336	-2.978471	1
344	0	-0.034843	-0.324481	-0.321681	0.276299	0.920776	1
345	0	0.16704	0.600447	1.316052	2.886133	-1.128162	1
346	0	0.333724	0.81323	1.59505	3.288535	-2.728721	0
347	1	-0.197482	2.764883	2.078155	0.763483	-2.133484	1
348	1	0.484871	0.488198	0.736772	1.082128	0.13118	0
349	0	1.582645	1.255207	2.639759	2.043682	-2.472794	1
350	1	-0.189181	0.508305	-0.21901	2.095661	-2.087084	0
351	0	1.853452	1.908092	1.922086	1.668305	-1.848775	0
352	0	1.379994	0.616502	0.946917	2.162109	-2.309305	0
353	1	1.400866	0.346262	1.226366	2.155061	-1.954653	0
354	0	1.492912	2.209016	1.395905	2.273	-3.247941	0
355	0	2.080467	2.238205	1.720479	3.325824	-0.788138	0
356	1	1.49844	0.375278	0.129696	0.806344	-2.4362	1
357	0	1.650268	1.761436	1.695079	2.455104	-1.697779	0
358	0	0.574981	1.617664	2.141777	1.14824	-1.367789	1
359	0	-0.737239	-0.690614	0.088159	2.878679	-3.092291	0
360	1	0.047421	1.631332	2.045263	1.553894	-2.280514	1
361	0	1.736056	1.260779	1.724435	0.460864	-2.460754	1
362	0	2.728527	1.514985	1.732594	2.298154	-1.827708	1
363	0	0.391347	1.322803	-0.515747	1.505446	-2.278055	0
364	0	0.495159	0.114675	1.166237	1.632888	-2.662516	1
365	0	0.757252	1.103354	0.909796	0.57804	-1.680857	1
366	0	2.067325	2.080037	1.178367	0.372013	-4.615815	0
367	0	0.439672	0.875506	2.761281	1.769147	-2.193733	0
368	0	0.945982	0.674005	1.860098	2.38826	-3.381782	0
369	0	0.56758	1.627642	1.20892	3.160626	-2.045602	1
370	0	0.95295	0.103968	1.467453	2.64019	-1.774015	1
371	1	1.362053	1.189987	2.102231	1.137694	-0.839918	0
372	0	0.343905	0.757864	1.304921	2.691626	-1.624715	1
373	1	-0.347096	1.329916	1.540628	0.466514	-2.978462	0
374	1	1.34758	0.759374	0.291635	3.114134	-0.700516	0
375	0	1.964732	-0.144665	0.7687	2.795775	-2.057039	0
376	0	0.014526	0.885265	0.653328	1.872646	-1.687005	1
377	1	1.90792	0.582636	1.817716	2.758335	-2.98554	0
378	1	0.484606	0.22956	1.11214	1.559876	-3.98071	0
379	1	0.61005	0.643579	1.044651	-0.283252	-2.288129	1
380	0	1.470353	0.606392	1.509334	1.246048	0.053814	1
381	1	-0.122564	1.379776	0.758874	1.358518	-0.501781	0
382	0	1.949394	2.074058	1.24476	2.643735	-2.497614	0
383	0	2.926709	1.332177	2.861962	3.846485	-0.839241	0
384	1	1.469706	0.404481	0.208304	0.482336	-1.092601	0
385	1	0.650952	3.184286	0.762562	2.670319	-1.083827	1
386	0	2.1488	3.400772	1.61775	1.039619	-2.066842	1
387	0	2.362551	1.311451	0.358944	2.044147	-2.145137	1
388	0	0.888167	0.946638	2.594421	1.390194	-4.642185	1
389	0	1.789099	1.790575	1.980954	2.62967	-3.081216	0
390	0	2.953528	1.817465	2.476353	3.060041	-3.879181	0
391	1	1.356202	1.035926	2.270212	1.007692	-2.921517	0
392	1	0.458807	1.126691	1.122623	1.652759	-2.523077	1
393	0	1.854954	0.83474	1.405146	1.958144	-1.958637	0
394	1	1.258928	0.051014	2.002812	1.297594	-2.54095	1
395	1	1.259757	0.309258	1.458134	2.85518	-2.680127	0
396	0	0.863111	0.711501	0.589383	1.510103	-2.136183	0
397	1	-0.129989	2.256092	0.407298	2.529335	-3.207238	0
398	0	0.952236	0.657099	1.781951	2.902038	-1.967726	1
399	0	1.597666	1.332106	1.454053	1.4316	-2.915745	1
400	1	0.548303	1.667534	0.669907	1.084516	-2.115517	1
401	1	0.073879	1.420408	1.519842	1.292034	-1.78747	1
402	0	-0.474751	-0.534203	0.035779	2.902944	-2.33405	1
403	0	0.493282	0.139642	0.18247	1.352388	-1.248265	1
404	0	0.571449	0.251388	0.984453	2.3643	-3.734465	0
405	1	1.196548	1.319029	1.897518	2.796656	-1.7458	0
406	0	1.17745	3.182135	1.121298	2.41389	-1.982818	0
407	1	1.418665	0.724301	1.746165	4.990672	-0.586099	1
408	1	1.122107	0.095024	1.885614	4.434476	-1.310725	1
409	1	1.088799	1.137246	1.063349	1.800738	-1.475393	1
410	0	0.043547	1.27887	-0.657046	1.434915	-2.86473	1
411	0	0.540242	1.213887	-0.406429	0.753726	-2.383457	1
412	0	1.371954	0.514545	0.278729	2.30779	-0.507058	1
413	1	0.719897	0.217995	0.133224	2.750472	-2.392754	1
414	0	2.211731	0.37918	1.36934	2.165921	-3.170515	1
415	0	-1.200578	0.35745	2.337634	1.360477	-0.815594	1
416	0	-0.157222	2.786198	1.281374	2.068183	-0.918173	1
417	0	1.675141	1.90867	2.298341	3.293035	-4.851674	0
418	0	0.049186	1.256623	0.321627	1.531569	-1.045228	1
419	1	0.56973	0.805665	1.656585	3.454956	-2.8276	1
420	1	1.466936	1.16014	0.401051	1.786032	-3.363898	0
421	0	0.566275	0.080127	1.569311	2.802664	-2.916961	0
422	0	1.465204	0.807499	2.093793	2.221526	-1.415564	1
423	1	-0.177098	0.53853	1.190305	1.955591	0.495981	0
424	0	1.961633	-0.054736	1.398475	1.465354	-2.810283	1
425	0	1.07737	0.724003	0.930551	4.220201	-3.151094	0
426	1	1.084824	-0.574032	0.110251	1.847806	-1.777525	1
427	1	1.873921	1.24697	1.140284	1.746733	-1.572172	0
428	0	0.901623	0.164002	1.378915	2.191355	-2.021809	0
429	1	-0.104598	2.183895	-0.026936	2.132416	-1.600667	0
430	0	1.231298	-0.934679	1.133973	0.945816	-3.173859	0
431	1	0.685794	1.653543	1.551271	0.914574	-1.554012	0
