"month","day","carrier","origin","orstate","dest","deststate","depart","delay","duration","distance"
"4","1","WN","MSY","LA","DAL","TX",889,0,81,436
"4","1","WN","MSY","LA","DAL","TX",890,0,85,436
"4","1","WN","MSY","LA","DAL","TX",901,0,86,436
"4","1","WN","MSY","LA","DAL","TX",1122,0,79,436
"4","1","WN","MSY","LA","DAL","TX",1126,0,81,436
"4","1","WN","MSY","LA","DAL","TX",1223,0,93,436
"4","1","WN","MSY","LA","DAL","TX",1227,0,81,436
"4","1","WN","MSY","LA","DAL","TX",1298,0,73,436
"4","1","WN","MSY","LA","DCA","VA",709,0,135,969
"4","1","WN","MSY","LA","DCA","VA",717,0,131,969
"4","1","WN","MSY","LA","DCA","VA",720,0,141,969
"4","1","WN","MSY","LA","DCA","VA",1013,0,140,969
"4","1","WN","MSY","LA","DCA","VA",1017,0,140,969
"4","1","WN","MSY","LA","DEN","CO",320,0,167,1062
"4","1","WN","MSY","LA","DEN","CO",321,0,173,1062
"4","1","WN","MSY","LA","DEN","CO",323,0,169,1062
"4","1","WN","MSY","LA","DEN","CO",323,0,175,1062
"4","1","WN","MSY","LA","DEN","CO",806,0,181,1062
"4","1","WN","MSY","LA","DEN","CO",808,0,178,1062
"4","1","WN","MSY","LA","DEN","CO",818,0,168,1062
"4","1","WN","MSY","LA","DEN","CO",1160,0,169,1062
"4","1","WN","MSY","LA","DEN","CO",1168,0,171,1062
"4","1","WN","MSY","LA","FLL","FL",429,0,99,674
"4","1","WN","MSY","LA","FLL","FL",430,0,107,674
"4","1","WN","MSY","LA","FLL","FL",431,0,101,674
"4","1","WN","MSY","LA","FLL","FL",436,0,107,674
"4","1","WN","MSY","LA","FLL","FL",1214,0,92,674
"4","1","WN","MSY","LA","HOU","TX",323,0,65,302
"4","1","WN","MSY","LA","HOU","TX",324,0,67,302
"4","1","WN","MSY","LA","HOU","TX",326,0,63,302
"4","1","WN","MSY","LA","HOU","TX",326,0,64,302
"4","1","WN","MSY","LA","HOU","TX",541,0,76,302
"4","1","WN","MSY","LA","HOU","TX",546,0,66,302
"4","1","WN","MSY","LA","HOU","TX",798,0,68,302
"4","1","WN","MSY","LA","HOU","TX",798,0,72,302
"4","1","WN","MSY","LA","HOU","TX",816,0,62,302
"4","1","WN","MSY","LA","HOU","TX",1160,0,74,302
"4","1","WN","MSY","LA","HOU","TX",1360,0,66,302
"4","1","WN","MSY","LA","HOU","TX",1361,0,70,302
"4","1","WN","MSY","LA","HOU","TX",1378,0,69,302
"4","1","WN","MSY","LA","HOU","TX",1388,0,59,302
"4","1","WN","MSY","LA","IAH","TX",411,0,77,305
"4","1","WN","MSY","LA","IAH","TX",412,0,76,305
"4","1","WN","MSY","LA","IAH","TX",414,0,80,305
"4","1","WN","MSY","LA","IAH","TX",415,0,73,305
"4","1","WN","MSY","LA","IAH","TX",663,0,73,305
"4","1","WN","MSY","LA","IAH","TX",664,0,67,305
"4","1","WN","MSY","LA","IAH","TX",669,0,70,305
"4","1","WN","MSY","LA","IAH","TX",1062,0,78,305
"4","1","WN","MSY","LA","LAS","NV",824,0,220,1500
"4","1","WN","MSY","LA","LAS","NV",828,0,232,1500
"4","1","WN","MSY","LA","LAS","NV",838,0,225,1500
"4","1","WN","MSY","LA","LAX","CA",919,0,258,1670
"4","1","WN","MSY","LA","LGA","NY",677,0,166,1183
"4","1","WN","MSY","LA","LGA","NY",682,0,177,1183
"4","1","WN","MSY","LA","LGA","NY",693,0,165,1183
"4","1","WN","MSY","LA","MCI","MO",665,0,112,689
"4","1","WN","MSY","LA","MCI","MO",668,0,104,689
"4","1","WN","MSY","LA","MCI","MO",677,0,108,689
"4","1","WN","MSY","LA","MCO","FL",363,0,99,551
"4","1","WN","MSY","LA","MCO","FL",363,0,126,551
"4","1","WN","MSY","LA","MCO","FL",365,0,104,551
"4","1","WN","MSY","LA","MCO","FL",369,0,98,551
"4","1","WN","MSY","LA","MCO","FL",616,0,91,551
"4","1","WN","MSY","LA","MCO","FL",618,0,103,551
"4","1","WN","MSY","LA","MCO","FL",620,0,91,551
"4","1","WN","MSY","LA","MCO","FL",631,0,89,551
"4","1","WN","MSY","LA","MCO","FL",1109,0,101,551
"4","1","WN","MSY","LA","MCO","FL",1116,0,95,551
"4","1","WN","MSY","LA","MCO","FL",1263,0,98,551
"4","1","WN","MSY","LA","MDW","IL",348,0,131,825
"4","1","WN","MSY","LA","MDW","IL",349,0,123,825
"4","1","WN","MSY","LA","MDW","IL",351,0,138,825
"4","1","WN","MSY","LA","MDW","IL",355,0,139,825
"4","1","WN","MSY","LA","MDW","IL",1318,0,136,825
"4","1","WN","MSY","LA","MIA","FL",899,0,98,675
"4","1","WN","MSY","LA","MIA","FL",912,0,94,675
"4","1","WN","MSY","LA","MIA","FL",917,0,102,675
"4","1","WN","MSY","LA","PHX","AZ",440,0,198,1300
"4","1","WN","MSY","LA","PHX","AZ",440,0,210,1300
"4","1","WN","MSY","LA","PHX","AZ",441,0,209,1300
"4","1","WN","MSY","LA","PHX","AZ",449,0,215,1300
"4","1","WN","MSY","LA","SAT","TX",808,0,93,494
"4","1","WN","MSY","LA","SAT","TX",808,0,100,494
"4","1","WN","MSY","LA","STL","MO",505,0,100,604
"4","1","WN","MSY","LA","STL","MO",505,0,101,604
"4","1","WN","MSY","LA","STL","MO",509,0,92,604
"4","1","WN","MSY","LA","STL","MO",511,0,96,604
"4","1","WN","MSY","LA","STL","MO",1063,0,93,604
"4","1","WN","MSY","LA","STL","MO",1067,0,102,604
"4","1","WN","MSY","LA","TPA","FL",472,0,84,488
"4","1","WN","MSY","LA","TPA","FL",478,0,89,488
"4","1","WN","MSY","LA","TPA","FL",484,0,78,488
"4","1","WN","MSY","LA","TPA","FL",1226,0,81,488
"4","1","YV","MSY","LA","IAD","VA",693,0,150,955
"4","1","YV","MSY","LA","IAD","VA",694,0,157,955
"4","1","YV","MSY","LA","IAD","VA",695,0,141,955
"4","1","YV","MSY","LA","IAD","VA",700,0,141,955
"4","1","YX","MSY","LA","DCA","VA",557,0,139,969
"4","1","YX","MSY","LA","DCA","VA",640,0,142,969
"4","1","YX","MSY","LA","DCA","VA",679,0,151,969
"4","1","YX","MSY","LA","DCA","VA",804,0,141,969
"4","1","YX","MSY","LA","EWR","NJ",1181,0,173,1167
"4","1","YX","MSY","LA","EWR","NJ",1183,0,156,1167
"4","1","YX","MSY","LA","EWR","NJ",1187,0,169,1167
"4","1","YX","MSY","LA","EWR","NJ",1204,0,174,1167
"4","2","9E","MSY","LA","RDU","NC",940,0,135,779
"4","2","AA","MSY","LA","CLT","NC",295,0,103,651
"4","2","AA","MSY","LA","CLT","NC",295,0,110,651
"4","2","AA","MSY","LA","CLT","NC",295,0,112,651
"4","2","AA","MSY","LA","CLT","NC",296,0,106,651
"4","2","AA","MSY","LA","CLT","NC",418,0,113,651
"4","2","AA","MSY","LA","CLT","NC",419,0,124,651
"4","2","AA","MSY","LA","CLT","NC",419,0,133,651
"4","2","AA","MSY","LA","CLT","NC",421,0,124,651
"4","2","AA","MSY","LA","CLT","NC",765,0,105,651
"4","2","AA","MSY","LA","CLT","NC",765,0,105,651
"4","2","AA","MSY","LA","CLT","NC",774,0,112,651
"4","2","AA","MSY","LA","CLT","NC",860,0,132,651
"4","2","AA","MSY","LA","CLT","NC",864,0,111,651
"4","2","AA","MSY","LA","CLT","NC",867,0,103,651
"4","2","AA","MSY","LA","DCA","VA",782,0,143,969
"4","2","AA","MSY","LA","DCA","VA",785,0,142,969
"4","2","AA","MSY","LA","DCA","VA",796,0,143,969
"4","2","AA","MSY","LA","DFW","TX",342,0,95,447
"4","2","AA","MSY","LA","DFW","TX",345,0,98,447
"4","2","AA","MSY","LA","DFW","TX",346,0,112,447
"4","2","AA","MSY","LA","DFW","TX",347,0,103,447
"4","2","AA","MSY","LA","DFW","TX",398,0,91,447
"4","2","AA","MSY","LA","DFW","TX",403,0,114,447
"4","2","AA","MSY","LA","DFW","TX",404,0,87,447
"4","2","AA","MSY","LA","DFW","TX",404,0,96,447
"4","2","AA","MSY","LA","DFW","TX",474,0,107,447
"4","2","AA","MSY","LA","DFW","TX",475,0,106,447
"4","2","AA","MSY","LA","DFW","TX",476,0,110,447
"4","2","AA","MSY","LA","DFW","TX",480,0,100,447
"4","2","AA","MSY","LA","DFW","TX",851,0,92,447
"4","2","AA","MSY","LA","DFW","TX",938,0,91,447
"4","2","AA","MSY","LA","DFW","TX",955,0,107,447
"4","2","AA","MSY","LA","MIA","FL",353,0,132,675
"4","2","AA","MSY","LA","MIA","FL",354,0,126,675
"4","2","AA","MSY","LA","MIA","FL",356,0,107,675
"4","2","AA","MSY","LA","MIA","FL",356,0,114,675
"4","2","AA","MSY","LA","MIA","FL",471,0,112,675
"4","2","AA","MSY","LA","MIA","FL",476,0,115,675
"4","2","AA","MSY","LA","MIA","FL",476,0,128,675
"4","2","AA","MSY","LA","MIA","FL",480,0,116,675
"4","2","AA","MSY","LA","MIA","FL",1025,0,121,675
"4","2","AA","MSY","LA","MIA","FL",1027,0,113,675
"4","2","AA","MSY","LA","MIA","FL",1027,0,116,675
"4","2","AA","MSY","LA","MIA","FL",1029,0,117,675
"4","2","AA","MSY","LA","ORD","IL",983,0,148,836
"4","2","AA","MSY","LA","ORD","IL",984,0,144,836
"4","2","AA","MSY","LA","ORD","IL",985,0,134,836
"4","2","AA","MSY","LA","PHL","PA",657,0,152,1089
"4","2","AA","MSY","LA","PHL","PA",670,0,158,1089
"4","2","AA","MSY","LA","PHL","PA",784,0,168,1089
"4","2","AA","MSY","LA","PHL","PA",784,0,176,1089
"4","2","AA","MSY","LA","PHX","AZ",1079,0,194,1300
"4","2","AA","MSY","LA","PHX","AZ",1082,0,210,1300
"4","2","AA","MSY","LA","PHX","AZ",1084,0,194,1300
"4","2","AA","MSY","LA","PHX","AZ",1086,0,201,1300
"4","2","AS","MSY","LA","SEA","WA",1093,0,308,2086
"4","2","B6","MSY","LA","BOS","MA",621,0,204,1368
"4","2","B6","MSY","LA","BOS","MA",636,0,199,1368
"4","2","B6","MSY","LA","BOS","MA",648,0,200,1368
"4","2","B6","MSY","LA","FLL","FL",318,0,107,674
"4","2","B6","MSY","LA","FLL","FL",328,0,98,674
"4","2","B6","MSY","LA","JFK","NY",385,0,184,1182
"4","2","B6","MSY","LA","JFK","NY",390,0,172,1182
"4","2","B6","MSY","LA","JFK","NY",392,0,153,1182
"4","2","B6","MSY","LA","JFK","NY",393,0,173,1182
"4","2","B6","MSY","LA","JFK","NY",1024,0,184,1182
"4","2","B6","MSY","LA","LGA","NY",769,0,165,1183
"4","2","B6","MSY","LA","LGA","NY",776,0,181,1183
"4","2","DL","MSY","LA","ATL","GA",327,0,82,425
"4","2","DL","MSY","LA","ATL","GA",327,0,86,425
"4","2","DL","MSY","LA","ATL","GA",327,0,89,425
"4","2","DL","MSY","LA","ATL","GA",387,0,77,425
"4","2","DL","MSY","LA","ATL","GA",387,0,89,425
"4","2","DL","MSY","LA","ATL","GA",390,0,92,425
"4","2","DL","MSY","LA","ATL","GA",452,0,78,425
"4","2","DL","MSY","LA","ATL","GA",455,0,76,425
"4","2","DL","MSY","LA","ATL","GA",459,0,85,425
"4","2","DL","MSY","LA","ATL","GA",532,0,88,425
