"rownum"	"y"	"x1"	"x2"	"x3"	"x4"	"x5"	"x6"	"x7"	"x8"	"x9"	"x10"	"x11"	"x12"
36	1	0.183549	0.671888	-0.2037	1.967821	-2.02032	0	0.361191576729	-2.6711768281181	0.033690235401	-0.1368635856	0.303312741063299	0
37	0	0.401755	0.326767	0.156157	1.476157	-2.181903	1	0.593053455535	-1.052461409761	0.161407080025	0.051026954419	0.0348910928738597	0.131280276085
38	0	0.172736	0.018166	-0.151954	2.040189	-2.073082	0	0.352414087104	-0.0768327171943187	0.029837725696	-0.002760396364	0.000005994844598296	0
39	0	0.114919	-0.077198	0.044009	2.045762	-1.480667	0	0.235096923278	0.233839866082642	0.013206376561	-0.003397406782	-0.000460063889886392	0
40	0	0.128183	-0.21554	0.120787	1.609232	-1.856097	0	0.206276185456	0.643794418784612	0.016430881489	-0.02603442998	-0.010013447739464	0
41	1	0.09826	-0.375237	0.098332	2.39314	-1.869218	1	0.2351499364	1.67854780888139	0.0096550276	-0.036897804684	-0.052834422578437	-0.03687078762
42	1	0.621278	0.402824	0.397651	1.413949	-1.82786	0	0.878455406822	-1.04109895796925	0.385986353284	0.160183366424	0.0653651124925322	0
43	1	-0.048567	0.54336	-0.097832	1.674088	-2.172721	1	-0.081305431896	-1.97637753873751	0.002358753489	-0.05315799552	0.160421655085056	-0.02638936512
44	1	0.253457	0.05488	0.064593	1.952272	-2.340787	0	0.494817004304	-0.250793528143352	0.064240450849	0.00354486384	0.000165288374272	0
45	0	0.066984	0.002575	0.225132	1.946903	-2.494649	0	0.130411350552	-0.012506362026771	0.004486856256	0.0005797149	0.000000017073859375	0
46	0	0.05041	-0.037524	-0.323458	2.813178	-1.927773	0	0.14181230298	0.203498978268497	0.0025411681	0.012137437992	-0.000052835689813824	0
47	0	-0.442165	0.011607	0.100209	2.45063	-1.716013	1	-1.08358281395	-0.0488110672735713	0.195509887225	0.001163125863	0.000001563723465543	-0.005132209155
48	1	-0.488695	-0.598796	-0.609527	1.774926	-1.58519	0	-0.86739746157	1.68476939924909	0.238822803025	0.364982329492	-0.214702287563462	0
49	0	0.471924	-0.04893	0.098616	1.882568	-2.033188	0	0.888429020832	0.187285185645741	0.222712261776	-0.00482528088	-0.000117145509957	0
50	1	-0.450808	-0.046581	-0.107231	1.729927	-1.672718	0	-0.779864931016	0.134790509551307	0.203227852864	0.004994927211	-0.000101070967540941	0
51	0	-0.538071	0.236151	0.370606	1.75463	-1.503104	1	-0.94411551873	-0.622822609775819	0.289520401041	0.087518977506	0.013169502434551	-0.127066004721
52	0	-0.047139	-0.19272	-0.516773	1.564247	-2.769919	1	-0.073737039333	0.835024440300571	0.002222085321	0.09959249256	-0.007157813211648	0.00908462808
53	0	-0.153248	-0.153682	-0.002219	1.807942	-1.348507	0	-0.277063495616	0.374680165022731	0.023484949504	0.000341020358	-0.00362968562313057	0
54	0	-0.605322	-0.284609	0.181444	1.325833	-2.247184	0	-0.802555883226	0.84796140895215	0.366414723684	-0.051640595396	-0.0230539787284785	0
55	0	-0.079344	-0.215636	0.122861	1.48883	-1.898688	0	-0.11812972752	0.609564945678205	0.006295470336	-0.026493254596	-0.0100268334571795	0
56	1	-0.574913	-0.13784	-0.133952	2.186895	-3.365302	0	-1.257274365135	1.01444204224725	0.330524957569	0.01846394368	-0.002618941474304	0
57	0	-0.187439	0.541895	0.029989	2.662427	-1.485288	0	-0.499042654453	-2.14290799425322	0.035133378721	0.016250889155	0.159127570265492	0
58	0	-0.101553	0.059554	-0.472385	1.740373	-1.008833	0	-0.176740099269	-0.10456168029378	0.010313011809	-0.02813241629	0.000211218916163464	0
59	0	0.10809	0.430417	0.185867	2.376179	-1.561269	0	0.25684118811	-1.59678449216778	0.0116834481	0.080000316539	0.0797385342893217	0
60	1	-0.322234	0.027808	-0.048815	2.189441	-2.373705	0	-0.705512331194	-0.14452059665595	0.103834750756	-0.00135744752	0.000021503505498112	0
61	0	-0.248246	0.20872	-0.089733	1.415092	-1.737183	0	-0.351290928632	-0.51309090040529	0.061626076516	-0.01872907176	0.009092686094848	0
62	0	0.259463	0.080132	0.189963	1.99002	-2.31691	0	0.51633655926	-0.369464391091442	0.067321048369	0.015222115116	0.000514538584059968	0
63	1	-0.04107	0.376503	-0.24018	2.190074	-2.028975	0	-0.08994633918	-1.67303076171366	0.0016867449	-0.09042849054	0.0533709979054155	0
64	0	0.550047	0.208362	-0.113826	1.574309	-2.743697	0	0.865943942523	-0.900004423648279	0.302551702209	-0.023717013012	0.00904597852289393	0
65	0	-0.008819	-0.073186	0.572895	2.20391	-2.228291	0	-0.01943628229	0.359412992924243	0.000077774761	-0.04192789347	-0.000391998164958856	0
66	1	0.2478	-0.033728	0.310516	2.784612	-1.301465	1	0.6900268536	0.12223280350833	0.06140484	-0.010473083648	-0.000038368230244352	-0.0083577984
67	0	0.394759	-0.211843	0.088422	1.331811	-1.682054	0	0.525744378549	0.47456603224722	0.155834668081	-0.018731581746	-0.00950697504889411	0
68	0	-0.226916	-0.314295	0.298733	2.154257	-1.190239	0	-0.488835381412	0.805877742796562	0.051490871056	-0.093890288235	-0.0310464834632224	0
69	0	0.027271	-0.090765	-0.113889	2.470503	-2.61316	0	0.067373087313	0.585962467762102	0.000743707441	0.010337135085	-0.000747747958447125	0
70	0	-0.065132	0.262834	-0.053721	1.794955	-1.98041	0	-0.11690900906	-0.934308328723613	0.004242177424	-0.014119705314	0.0181570225751097	0
71	1	-0.576874	0.112922	0.472555	1.894461	-1.700272	0	-1.092865294914	-0.363732940531811	0.332783611876	0.05336185571	0.00143991111600145	0
72	0	-0.507989	0.037564	-0.285657	1.651021	-2.158351	1	-0.838700506769	-0.1338586688898	0.258052824121	-0.010730419548	0.000053004836062144	-0.019082098796
73	1	0.37462	0.276439	0.453658	2.271344	-2.020971	0	0.85089088928	-1.26894356862248	0.1403401444	0.125408763862	0.0211250594495925	0
74	1	-0.25495	-0.296152	0.208689	2.022593	-0.997116	1	-0.51566008535	0.5972674606652	0.0649995025	-0.061803664728	-0.0259743094158638	0.0755039524
75	1	-0.085224	0.04751	0.082307	1.982654	-1.902417	1	-0.168969704496	-0.179199865395852	0.007263130176	0.00391040557	0.000107239576751	-0.00404899224
76	1	0.322557	0.112829	-0.005081	1.510686	-2.306268	1	0.487282344102	-0.39310151412347	0.104043018249	-0.000573284149	0.00143635641069879	0.036393783753
77	1	0.111022	0.001622	0.115595	2.679255	-2.312561	1	0.29745624861	-0.0100498156889732	0.012325884484	0.00018749509	0.000000004267293848	0.000180077684
78	1	-0.057435	-0.052478	0.272067	1.719705	-1.396261	1	-0.098771256675	0.126007918253256	0.003298779225	-0.014277532026	-0.000144521288719352	0.00301407393
79	0	0.076097	-0.01108	-0.551798	2.093055	-2.033594	0	0.159275206335	0.0471611789135436	0.005790753409	0.00611392184	-0.000001360251712	0
80	0	0.338659	0.175009	0.356407	2.343042	-2.301946	0	0.793492260678	-0.943920869958538	0.114689918281	0.062374432663	0.00536020191752573	0
81	0	0.134433	0.071637	-0.340845	1.571318	-2.366194	0	0.211236992694	-0.266349462415624	0.018072231489	-0.024417113265	0.000367631038271853	0
82	1	-0.439431	0.017101	0.301986	2.511117	-2.49546	0	-1.103462654427	-0.107161570084851	0.193099603761	0.005164262586	0.000005001088281301	0
83	1	0.257233	0.538202	0.51003	2.052537	-1.669695	0	0.527980250121	-1.84447786859845	0.066168816289	0.27449916606	0.155896340929898	0
84	1	-0.000202	-0.816489	-0.368287	1.304933	-1.287785	0	-0.000263596466	1.37208783638561	0.000000040804	0.300702284343	-0.544315892237138	0
85	0	-0.123554	-0.572421	0.20097	2.117392	-1.81092	0	-0.261612251168	2.19490683579227	0.015265590916	-0.11503944837	-0.187562785612174	0
86	0	-0.164291	0.258001	-0.226391	1.736166	-1.61292	0	-0.285236448306	-0.722479391394625	0.026991532681	-0.058409104391	0.017173711692774	0
87	0	0.406402	0.019367	-0.344473	1.51658	-2.130315	1	0.61634114516	-0.0625707704073309	0.165162585604	-0.006671408591	0.000007264187703863	0.007870787534
88	0	-0.632715	-0.438048	-0.148387	2.295336	-1.885288	0	-1.45229351724	1.89559551827639	0.400328271225	0.065000628576	-0.0840553005635666	0
89	1	-0.573475	-0.354346	-0.335459	2.330606	-1.747631	0	-1.33654427585	1.4432651818085	0.328873575625	0.118868554814	-0.0444920691878137	0
90	0	0.694086	0.599055	0.954277	2.228129	-2.442728	0	1.546513145094	-3.26048449367156	0.481755375396	0.571664408235	0.214981006601091	0
91	0	0.111311	-0.09109	-0.148438	2.041913	-2.069962	1	0.227287377943	0.385008492283404	0.012390138721	0.01352121742	-0.000755809082029	-0.01013931899
92	1	-0.110784	-0.257293	-0.083321	2.708058	-1.687362	0	-0.300009497472	1.17569371581973	0.012273094656	0.021437910053	-0.0170327162857328	0
93	0	0.022587	-0.2616	0.019136	1.47967	-2.477912	0	0.03342130629	0.959154320028864	0.000510172569	-0.0050059776	-0.017902480896	0
94	0	0.224503	0.060324	-0.055578	2.360153	-2.146633	0	0.529861428959	-0.305624446760951	0.050401597009	-0.003352687272	0.000219518129692224	0
95	0	-0.125553	-0.388564	0.354173	1.887495	-2.06405	0	-0.236980659735	1.51380029184988	0.015763555809	-0.137618877572	-0.0586661628911502	0
96	0	-0.422376	-0.042695	0.017009	1.842631	-1.270505	0	-0.778283111256	0.0999520647130752	0.178401485376	-0.000726199255	-0.000077827136852375	0
97	0	0.883177	0.06116	0.57359	2.346589	-1.874144	1	2.072453433253	-0.268972242694947	0.780001613329	0.0350807644	0.000228771768896	0.05401510532
98	1	-0.542885	0.496816	-0.118149	2.159288	-2.053875	1	-1.17224506588	-2.20333307457106	0.294724123225	-0.058698313584	0.122627174505066	-0.26971395416
99	0	0.284924	0.255906	-0.138367	1.808999	-2.185339	0	0.515427231076	-1.01166706485904	0.081181685776	-0.035408945502	0.0167587416332174	0
100	1	0.199372	0.231184	-0.356721	2.301831	-2.164286	1	0.458920650132	-1.15171721536266	0.039749194384	-0.082468187664	0.0123558697404375	0.046091616448
101	0	0.500644	0.312258	0.753178	2.144383	-2.143329	0	1.073572482652	-1.4351746990681	0.250644414736	0.235185855924	0.0304467345770775	0
102	1	0.093577	-0.081599	-0.058844	1.562025	-2.208239	1	0.146169613425	0.281461431831836	0.008756654929	0.004801611556	-0.000543318520564799	-0.007635789623
103	1	-0.126764	0.240571	0.454471	1.851071	-2.54095	0	-0.234649164244	-1.1315206122156	0.016069111696	0.109332542941	0.0139229037356894	0
104	1	-0.180908	-0.535117	0.400205	2.515048	-2.081573	0	-0.454992303584	2.80147449057287	0.032727704464	-0.214156498985	-0.153230861947447	0
105	1	-0.219478	-0.463903	-0.347617	1.892928	-2.41385	0	-0.415456051584	2.11968611660668	0.048170592484	0.161260569151	-0.0998347059604153	0
106	0	0.146152	-0.475268	0.270825	1.801959	-1.307153	1	0.263359911768	1.11946341042354	0.021360407104	-0.1287144561	-0.107353379868449	-0.069461368736
107	0	-0.344136	-0.061931	0.000831	2.590614	-2.494557	0	-0.891523539504	0.400225017890004	0.118429586496	-0.000051464661	-0.000237533177217491	0
108	1	-0.32058	-0.05176	-0.277517	2.077523	-1.437229	1	-0.66601232334	0.15454895748298	0.1027715364	0.01436427992	-0.000138670091776	0.0165932208
109	0	0.146796	0.35488	0.147702	1.697161	-2.148643	0	0.249136446156	-1.29410296022336	0.021549065616	0.05241648576	0.044693521334272	0
110	0	0.183944	-0.404957	0.272629	2.196409	-1.576725	0	0.404016257096	1.40241994239446	0.033835395136	-0.110403021953	-0.0664089680214555	0
111	0	0.082849	-0.793303	0.267906	1.494892	-1.656567	0	0.123850307308	1.96452662911385	0.006863956801	-0.212530633518	-0.499249099182429	0
112	1	0.000523	0.401717	-0.105806	1.928463	-2.092274	1	0.001008586149	-1.62087707487698	0.000000273529	-0.042504068902	0.0648277027686688	0.000210097991
113	0	0.362284	0.582529	-0.08263	2.1953	-1.33301	0	0.7953220652	-1.70468773122124	0.131249696656	-0.04813437127	0.197675411738422	0
114	0	-0.205948	0.205165	-0.000374	2.742166	-2.462916	0	-0.564743603368	-1.38562789033663	0.042414578704	-0.00007673171	0.00863594412286712	0
115	0	0.143128	-1.029139	0.031158	2.074984	-1.667748	0	0.296988309952	3.56138739460476	0.020485624384	-0.032065912962	-1.08998898534361	0
116	1	-0.287557	-0.588224	-0.091159	1.959851	-2.197119	0	-0.563568874007	2.53290776092489	0.082689028249	0.053621911616	-0.203529900489703	0
117	0	-0.080392	-0.00881	-0.171733	1.45683	-2.18251	0	-0.11711747736	0.028011800641473	0.006462873664	0.00151296773	-0.000000683797841	0
118	0	0.700986	0.547568	0.286929	1.838227	-1.69993	1	1.288571391822	-1.71107182049146	0.491381372196	0.157113138672	0.164177704745234	0.383837502048
119	0	0.619062	0.817538	0.845599	1.960814	-2.443212	1	1.213865436468	-3.91656645681253	0.383237759844	0.691309315262	0.546416549828965	0.506106709356
120	1	0.213401	-0.037282	0.37046	1.730672	-1.900448	1	0.369327135472	0.12262244192285	0.045539986801	-0.01381148972	-0.000051820023589768	-0.007956016082
121	0	0.412418	0.08647	-0.006306	2.038635	-1.327681	0	0.84076976943	-0.234044626936464	0.170088606724	-0.00054527982	0.000646541456023	0
122	0	-0.370084	-0.318647	-0.534376	2.331519	-1.860306	0	-0.862857877596	1.38207999176463	0.136962167056	0.170277309272	-0.032354113307826	0
123	0	-0.174007	0.317333	-0.148021	1.989309	-2.945653	1	-0.346153691163	-1.85951236360723	0.030278436049	-0.046971947993	0.031955507003365	-0.055218163331
124	1	-0.14534	-0.238313	0.225112	2.03057	-1.547383	1	-0.2951230438	0.748796008350751	0.0211237156	-0.053647116056	-0.0135345306965303	0.03463641142
125	1	-0.147307	-0.383157	-0.123181	1.777597	-1.487533	0	-0.261852481279	1.0131568426801	0.021699352249	0.047197662417	-0.0562510058445709	0
126	0	-0.08384	0.050788	-0.390058	1.942774	-1.765592	0	-0.16288217216	-0.17421026684138	0.0070291456	-0.019810265704	0.000131003630903872	0
127	0	0.001878	0.714928	0.027807	2.371087	-1.804383	1	0.004452901386	-3.05871154700616	0.000003526884	0.019880002896	0.365415461519307	0.001342634784
128	1	0.278222	-0.088262	-0.01761	1.980618	-2.101329	1	0.551051501196	0.367340269307162	0.077407481284	0.00155429382	-0.000687576924000728	-0.024556430164
129	1	0.148988	-0.116535	0.120848	1.900087	-1.638642	0	0.283090161956	0.362838989838656	0.022197424144	-0.01408302168	-0.00158259263943038	0
130	1	-0.639662	0.112952	0.138018	2.41489	-1.726287	0	-1.54471336718	-0.470873531043345	0.409167474244	0.015589409136	0.00144105904494541	0
131	1	0.161603	0.143446	-0.534608	2.14228	-1.729744	0	0.34619887484	-0.531552920419199	0.026115529609	-0.076687379168	0.00295165318568054	0
132	1	-0.07155	0.250418	0.268719	1.530293	-0.798794	1	-0.10949246415	-0.306108175206756	0.0051194025	0.067292074542	0.0157035061160346	-0.0179174079
133	0	0.474317	0.212357	0.623486	2.157583	-1.086493	0	1.023378295811	-0.49780703018186	0.224976616489	0.132401616502	0.00957634412706329	0
134	0	0.024642	0.457296	-0.090853	2.386689	-2.515176	1	0.058812790338	-2.74512177286076	0.000607228164	-0.041546713488	0.0956295710594703	0.011268688032
135	0	0.193175	0.305981	0.537423	1.856738	-2.032273	0	0.35867536315	-1.15458824810344	0.037316580625	0.164441226963	0.0286472790793911	0
136	0	0.163291	-0.282676	-0.057093	1.508933	-2.566581	0	0.246395178503	1.0947472645638	0.026663950681	0.016138820868	-0.0225874295826118	0
137	0	0.278323	0.294764	0.248051	2.026042	-2.037536	0	0.563894087566	-1.21682514668209	0.077463692329	0.073116504964	0.0256108105778158	0
138	0	-0.14934	-0.090922	0.22668	1.71975	-2.251369	0	-0.256827465	0.352031057471905	0.0223024356	-0.02061019896	-0.000751634906457448	0
139	0	0.107372	-0.246211	-0.110515	1.793629	-1.740024	0	0.192585532988	0.768414068779613	0.011528746384	0.027210008665	-0.0149252754938919	0
140	1	-0.326303	-0.237709	-0.026678	2.001848	-2.06206	1	-0.653209007944	0.981246275647558	0.106473647809	0.006341600702	-0.0134318822255918	0.077565159827
141	1	0.020416	0.073008	0.01201	1.903385	-2.189922	0	0.03885950816	-0.304316668193298	0.000416813056	0.00087682608	0.000389144910016512	0
142	1	-0.024976	0.034059	0.294997	2.484243	-2.059842	0	-0.062046453168	-0.174284946102711	0.000623800576	0.010047302823	0.000039508967267379	0
143	0	-0.000345	-0.279689	0.154703	1.581912	-1.898649	0	-0.00054575964	0.840044691185568	0.000000119025	-0.043268727367	-0.0218789340155598	0
144	1	0.178273	0.135309	-0.417989	2.224773	-1.956062	1	0.396616957029	-0.588836884052503	0.031781262529	-0.056557673601	0.00247730827430863	0.024121941357
145	0	0.28143	-0.049148	0.26287	1.243038	-2.117327	0	0.34982818434	0.129353501903949	0.0792028449	-0.01291953476	-0.000118718267129792	0
146	0	-0.255962	-0.173524	-0.120698	1.805926	-1.715472	0	-0.462248430812	0.537580039378682	0.065516545444	0.020943999752	-0.00522490803682183	0
147	1	0.359557	-0.25516	0.213264	2.550394	-1.75998	0	0.917012015458	1.14532200297974	0.129281236249	-0.05441644224	-0.016612606588096	0
148	1	-0.331728	-0.366422	-0.421567	1.675235	-1.775073	0	-0.55572235608	1.08961606306277	0.110043465984	0.154471423274	-0.0491976799073835	0
149	0	-0.394814	-0.282582	-0.16924	2.130429	-1.816629	1	-0.841123195206	1.0936486031616	0.155878094596	0.04782417768	-0.0225649036616414	0.111567329748
150	1	0.216858	-0.003357	0.21047	2.395184	-1.395525	0	0.519414811872	0.0112209039319212	0.047027392164	-0.00070654779	-0.000000037831540293	0
151	0	-0.157967	-0.556492	-0.352882	2.281218	-1.725252	0	-0.360357163806	2.19017216236755	0.024953573089	0.196376009944	-0.172336304617847	0
152	1	0.064737	-0.436654	-0.14764	1.910912	-2.446778	1	0.123706710144	2.04160959215646	0.004190879169	0.06446759656	-0.0832553840842543	-0.028267669998
153	1	0.328166	-0.439081	0.218998	2.355006	-1.936601	0	0.772832898996	2.00251977911698	0.107692923556	-0.096157860838	-0.0846513588443684	0
154	1	0.126026	0.373715	0.008471	2.41785	-1.924397	0	0.3047119641	-1.73885975169566	0.015882552676	0.003165739765	0.0521941211313009	0
155	0	-0.007654	-0.387473	-0.063558	2.349341	-1.55454	0	-0.017981856014	1.41510740837618	0.000058583716	0.024627008934	-0.0581733850661928	0
156	0	-0.238915	-0.124675	-0.34561	2.245883	-1.853418	0	-0.536575136945	0.518967165268869	0.057080377225	0.04308892675	-0.00193793020004687	0
157	1	0.25724	0.038713	0.250939	1.527474	-1.813079	0	0.39292741176	-0.107212983559082	0.0661724176	0.009714601507	0.000058019032533097	0
158	0	-0.318133	0.182136	-0.058669	2.129761	-1.507824	1	-0.677547256213	-0.584894201957657	0.101208605689	-0.010685736984	0.00604209269333146	-0.057943472088
159	1	0.006452	-0.033967	-0.221923	2.480291	-1.981202	0	0.016002837532	0.166912394055425	0.000041628304	0.007538058541	-0.000039189667042063	0
160	0	0.138936	0.312909	-0.059287	1.990244	-0.923707	1	0.276516540384	-0.575252629830384	0.019303212096	-0.018551435883	0.0306375592381054	0.043474324824
161	0	-0.001194	0.302728	-0.13604	2.107687	-2.147832	1	-0.002516578278	-1.37043681566595	0.000001425636	-0.04118311712	0.0277432780873324	-0.000361457232
162	0	0.002198	0.287569	0.244021	2.806971	-1.659857	0	0.006169722258	-1.33983299091672	0.000004831204	0.070172874949	0.023780785825441	0
163	1	0.058774	-0.11635	0.184802	1.653287	-1.673166	0	0.097170290138	0.321850115469297	0.003454383076	-0.0215017127	-0.001575067472875	0
164	0	0.439034	0.48847	0.660069	1.648661	-1.340956	1	0.723818233474	-1.07990061511317	0.192750853156	0.32242390443	0.116550378541423	0.21445493798
165	0	-0.243548	-0.034825	-0.08536	2.48493	-1.302999	1	-0.60519973164	0.112758519949063	0.059315628304	0.002972662	-0.000042235085265625	0.0084815591
166	0	0.035814	-0.62119	-0.372396	2.149975	-1.767755	0	0.07699920465	2.36091276337429	0.001282642596	0.23132867124	-0.239702943631159	0
167	0	-0.274629	0.008643	0.054063	1.791019	-1.863912	1	-0.491865756951	-0.0288529425120929	0.075421087641	0.000467266509	0.000000645644623707	-0.002373618447
168	1	-0.142806	0.181572	-0.594575	2.24921	-1.659314	0	-0.32120068326	-0.67765314849833	0.020393553636	-0.1079581719	0.00598613672406125	0
169	0	0.460474	0.044651	0.082843	1.831608	-2.76762	1	0.843407862192	-0.226344622951597	0.212036304676	0.003699022793	0.000089021225626451	0.020560624574
170	0	0.394595	0.203855	0.171715	1.185049	-1.703722	0	0.467614410155	-0.411582032547517	0.155705214025	0.035004961325	0.00847157390425138	0
171	0	0.169536	-0.259849	-0.285015	1.347833	-2.399663	0	0.228506215488	0.840441308780518	0.028742455296	0.074060862735	-0.017545394981337	0
172	0	-0.049166	0.585165	-0.068549	2.152085	-2.247116	0	-0.10580941111	-2.82984895002818	0.002417295556	-0.040112475585	0.200371074159367	0
173	1	0.026143	-0.424119	0.018626	2.081489	-2.396086	0	0.054416366927	2.11526240424249	0.000683456449	-0.007899640494	-0.0762892220464772	0
174	1	-0.156391	-0.039371	-0.04551	2.303606	-1.596927	0	-0.360263245946	0.144833728351279	0.024458144881	0.00179177421	-0.000061028028061811	0
175	1	-0.052072	-0.302601	0.2505	2.454713	-2.519911	0	-0.127821815336	1.8717863843766	0.002711493184	-0.0758015505	-0.0277083762771878	0
176	1	-0.000716	-0.029109	-0.058399	2.392909	-2.175662	0	-0.001713322844	0.151546145810685	0.000000512656	0.001699936491	-0.000024665041942029	0
177	0	0.129044	0.543873	0.44015	1.757528	-1.947778	1	0.226798443232	-1.86182650294915	0.016652353936	0.23938570095	0.16087645870448	0.070183547412
178	0	0.198803	-0.201825	0.367368	2.477788	-2.317255	1	0.492591687764	1.15881186799129	0.039522632809	-0.0741440466	-0.00822100445339063	-0.040123415475
179	0	-0.539768	-0.118792	-0.260016	2.142649	-1.444036	1	-1.156533365432	0.367549847715712	0.291349493824	0.030887820672	-0.00167633797224909	0.064120120256
180	0	0.223147	0.211361	0.292482	2.00009	-2.410371	0	0.44631408323	-1.01896270112024	0.049794583609	0.061819288002	0.00944222978323888	0
